PassengerId,Survived_pred,Survived_prob
1082,0,0.18247035334474657
1083,0,0.27346189630708057
1084,0,0.4139825328773291
1085,0,0.23731749444670225
1086,0,0.3580093565366031
1087,0,0.12888951963791553
1088,1,0.7399882761908614
1089,0,0.484976202893152
1090,0,0.11793762540829196
1091,0,0.4542069721239213
1092,1,0.6617345678721758
1093,1,0.5640165711534113
1094,1,0.5037001954486027
1095,1,0.7820386200431633
1096,0,0.1263012617719283
1097,0,0.24305704203813044
1098,1,0.5941140642303433
1099,0,0.1263012617719283
1100,1,0.8047051392626774
1101,0,0.14000063074902663
1102,0,0.17378975584249956
1103,0,0.14000063074902663
1104,0,0.2252129379774363
1105,1,0.7510104815150246
1106,1,0.6829527915219147
1107,0,0.3534481708101556
1108,1,0.5941140642303433
1109,0,0.13713483423225062
1110,1,0.8716386043483162
1111,0,0.14000063074902663
1112,1,0.8733175871008333
1113,0,0.12866693450515077
1114,1,0.8327740170853527
1115,0,0.12866693450515077
1116,1,0.8675204856515579
1117,1,0.6553162445159841
1118,0,0.12866693450515077
1119,1,0.5941140642303433
1120,0,0.16267864473138843
1121,0,0.16261563939065377
1122,0,0.27021293797743634
1123,1,0.7444558596662854
1124,0,0.12524813108634733
1125,0,0.17147069220822736
1126,1,0.5287001954486027
1127,0,0.12866693450515077
1128,1,0.5287001954486027
1129,0,0.29840124586103833
1130,1,0.6882723862769295
1131,1,0.7518658770755889
1132,1,0.8675204856515579
1133,1,0.7923763019395802
1134,1,0.536829768032353
1135,0,0.14000063074902663
1136,0,0.12962938602418225
1137,0,0.3534481708101556
1138,1,0.7330272882377138
1139,0,0.1750559896826151
1140,1,0.7510104815150246
1141,1,0.5897456369626181
1142,1,0.8473703025042327
1143,0,0.12866693450515077
1144,1,0.5664041581525654
1145,0,0.14000063074902663
1146,0,0.12888951963791553
1147,0,0.14000063074902663
1148,0,0.17147069220822736
1149,0,0.14000063074902663
1150,1,0.7330272882377138
1151,0,0.12866693450515077
1152,0,0.15925984131258503
1153,0,0.12866693450515077
1154,1,0.7923763019395802
1155,1,0.6285932462271766
1156,0,0.20336470568956563
1157,0,0.14000063074902663
1158,0,0.23967277121360767
1159,0,0.14000063074902663
1160,0,0.4542069721239213
1161,0,0.12866693450515077
1162,1,0.509569760665994
1163,0,0.17147069220822736
1164,1,0.8458052710149829
1165,1,0.7445252655465945
1166,0,0.13403954373337876
1167,1,0.7510104815150246
1168,0,0.13993762540829194
1169,0,0.18247035334474657
1170,0,0.1935814644558577
1171,0,0.11793762540829196
1172,0,0.4542069721239213
1173,1,0.620683237820078
1174,1,0.5941140642303433
1175,1,0.5901821448991259
1176,1,0.7646646747986052
1177,0,0.12888951963791553
1178,0,0.14000063074902663
1179,0,0.4590427585141182
1180,0,0.20594031197921744
1181,0,0.14000063074902663
1182,0,0.1767952296404139
1183,0,0.4474473975636767
1184,0,0.1465885633412219
1185,0,0.32010328902882673
1186,0,0.12888951963791553
1187,0,0.14000063074902663
1188,1,0.9089050886220699
1189,0,0.11334988856096498
1190,0,0.1767952296404139
1191,0,0.14000063074902663
1192,0,0.14000063074902663
1193,0,0.39619620986614024
1194,0,0.26378713431438083
1195,0,0.14000063074902663
1196,1,0.5941140642303433
1197,1,0.7902278540605185
1198,0,0.2749921779177156
1199,1,0.520683237820078
1200,0,0.32010328902882673
1201,0,0.49099414243242057
1202,0,0.12866693450515077
1203,0,0.29840124586103833
1204,0,0.14000063074902663
1205,1,0.5941140642303433
1206,1,0.8266748362323743
1207,1,0.6574473975636766
1208,1,0.5037001954486027
1209,0,0.11793762540829196
1210,0,0.14000063074902663
1211,0,0.15671541263328415
1212,0,0.14000063074902663
1213,0,0.20594031197921744
1214,0,0.33982528157127434
1215,0,0.2623507851959695
1216,1,0.8051426243721675
1217,0,0.12866693450515077
1218,1,0.7954226592553237
1219,0,0.2920959606358725
1220,0,0.1935814644558577
1221,0,0.15172675050176487
1222,1,0.7923763019395802
1223,0,0.4340142051104385
1224,0,0.13403954373337876
1225,1,0.5346265893435704
1226,0,0.14000063074902663
1227,0,0.3534481708101556
1228,0,0.17372675050176486
1229,0,0.2765101683468605
1230,0,0.18231260908762342
1231,0,0.1465885633412219
1232,0,0.11793762540829196
1233,0,0.14000063074902663
1234,0,0.1177671965715444
1235,1,0.8525081695657075
1236,0,0.1716748405696368
1237,1,0.6167069721239213
1238,0,0.16009038686540125
1239,1,0.7613786883614468
1240,0,0.16009038686540125
1241,1,0.7593140529435961
1242,1,0.7775081695657076
1243,0,0.1263012617719283
1244,0,0.2252129379774363
1245,0,0.2056515521582865
1246,1,0.7313313414652718
1247,0,0.3534481708101556
1248,1,0.7643945207271853
1249,0,0.14000063074902663
1250,0,0.17147069220822736
1251,1,0.5795655710038492
1252,0,0.1138100661313631
1253,1,0.8991509204341666
1254,1,0.7593140529435961
1255,0,0.14000063074902663
1256,1,0.8888590482236897
1257,0,0.34865570032920323
1258,0,0.11334988856096498
1259,1,0.5090823777265382
1260,1,0.8933538189848912
1261,0,0.2238192511441111
1262,0,0.1292064807765262
1263,1,0.8266748362323743
1264,0,0.1926491625181202
1265,0,0.16849799233183022
1266,1,0.8246278540605185
1267,1,0.8561568492879216
1268,0,0.4542069721239213
1269,0,0.11793762540829196
1270,0,0.3534481708101556
1271,0,0.3299839371207772
1272,0,0.17147069220822736
1273,0,0.17147069220822736
1274,1,0.5878691424324206
1275,1,0.5795655710038492
1276,0,0.17372675050176486
1277,1,0.7840727305110088
1278,0,0.14000063074902663
1279,0,0.16849799233183022
1280,0,0.1958623344556474
1281,0,0.2552145036556917
1282,0,0.4590427585141182
1283,1,0.7902278540605185
1284,0,0.2052704116652079
1285,0,0.13470886723835732
1286,0,0.08321450365569164
1287,1,0.7643945207271853
1288,0,0.17147069220822736
1289,1,0.8716386043483162
1290,0,0.12866693450515077
1291,0,0.15101614675368188
1292,1,0.7987945207271852
1293,0,0.18247035334474657
1294,1,0.8933538189848912
1295,0,0.3269991923443766
1296,0,0.3731446398930472
1297,0,0.39619620986614024
1298,0,0.1292064807765262
1299,1,0.536829768032353
1300,1,0.5941140642303433
1301,1,0.5885932462271766
1302,1,0.5941140642303433
1303,1,0.8298226592553238
1304,0,0.484976202893152
1305,0,0.14000063074902663
1306,1,0.8266748362323743
1307,0,0.12888951963791553
1308,0,0.14000063074902663
1309,0,0.2558205131744467
